description_en	spell_ids	description_zh
Right Click to summon and dismiss your Kirin Tor Familiar	61472	
Causes the shaman's active Fire totem to emit a wave of flames, inflicting $61650s1 Fire damage to enemies within $61650a1 yards of the totem.	61649	
Causes the shaman's active Fire totem to emit a wave of flames, inflicting $61654s1 Fire damage to enemies within $61654a1 yards of the totem.	61657	
Increases your pet's attack speed by $61682s1%.  Your pet will hit faster but each hit will do less damage.	61682	
Increases your pet's attack speed by $61683s1%.  Your pet will hit faster but each hit will do less damage.	61683	
Increases your pet's total Stamina by $s1%.	61686,61687,61688	
Increases your pet's armor by $s1%.	61689,61690	
Transforms the enemy into a harmless rabbit, forcing it to scamper around for up to $d.  While wandering, the rabbit cannot attack or cast spells but will regenerate very quickly.  Any damage will transform the target back into its normal form.  Only one target can be polymorphed at a time.  Only works on Beasts, Humanoids and Critters.	61721	
Right Click to summon and dismiss your Spring Rabbit.	61725	
Right Click to summon and dismiss your Plump Turkey.	61773	
Transforms the enemy into a harmless Turkey, forcing it to waddle around for up to $d.  While waddling, the turkey cannot attack or cast spells but will regenerate very quickly.  Any damage will transform the target back into its normal form.  Only one target can be polymorphed at a time.  Only works on Beasts, Humanoids and Critters.	61780	
The hunter takes on the aspects of a dragonhawk, increasing ranged attack power by $s1 and chance to dodge by $61848s1%.  Only one Aspect can be active at a time.	61846,61847	
Right Click to summon and dismiss your Baby Blizzard Bear.	61855	
Right Click to summon and dismiss your little pet fawn.	61991	
Summons and dismisses a rideable Blue Dragonhawk.    This mount can only be summoned in Outland or Northrend. This mount increases speed depending on your Riding Skill.	61996	
Summons and dismisses a rideable Red Dragonhawk.    This mount can only be summoned in Outland or Northrend. This mount increases speed depending on your Riding Skill.	61997	
Raises the corpse of a raid or party member to fight by your side.  The player will have control over the Ghoul for $46619d.	61999	
Summons and dismisses a rideable Black Dragonhawk Mount.    This mount can only be summoned in Outland or Northrend. This mount increases speed depending on your Riding Skill.	62048	
Swipe nearby enemies, inflicting $s1% weapon damage.	62078	
Your Lightning Bolt and Chain Lightning spells gain an additional $s1% and your Lava Burst gains an additional $s2% of your bonus damage effects.	62097,62098,62099,62100,62101	
Taunts the target to attack you.  If the target is tauntable and not currently targeting you, causes ${1+0.5*$AP} Holy damage.	62124	
Affixes your two-handed rune weapon with a rune that increases Defense by $62157s1 and total Stamina by $62157s2%.  Modifying your rune weapon requires a Rune Forge in Ebon Hold.	62158	
Permanently enchant bracers to increase Stamina by 40.  Requires a level 60 or higher item.	62256	
Permanently enchant a melee weapon to increase Stamina by 50.  Requires a level 60 or higher item.	62257	
This delicacy is best served raw and thus requires no cooking fire.	62350	
Right Click to summon and dismiss your Teldrassil Sproutling.	62491	
Right Click to summon and dismiss your Dun Morogh Cub.	62508	
Right Click to summon and dismiss your Tirisfal batling.	62510	
Right Click to summon and dismiss your Durotar scorpion.	62513	
Right Click to summon and dismiss your Alarming Clockbot.	62514	
Right Click to summon and dismiss your Elwynn lamb.	62516	
Right Click to summon and dismiss your Mulgore hatchling.	62542	
Right Click to summon and dismiss your strand crawler.	62561	
Right Click to summon and dismiss your Ammen Vale lashling.	62562	
Right Click to summon and dismiss your enchanted broom.	62564	
Each time you deal a critical strike while in Bear Form or Dire Bear Form, you gain Savage Defense, reducing the damage taken from the next physical attack that strikes you by $62600s1% of your attack power.	62600	
Right Click to summon and dismiss your Argent Crusade squire.	62609	
Right Click to summon and dismiss your Mechanopeep.	62674	
Right Click to summon and dismiss your Argent Crusade gruntling.	62746	
Choose one of your stabled pets to replace your current pet.  The selected pet busts out of its stable to join you no matter where you are.  Cannot be used in combat.	62757	
Increases the contribution your pet gets from your Stamina by $s1% and attack power by $s2%.	62758,62762	
Your pet's Growl also heals it for $s1% of its total health.	62764,62765	
Fire a blast of unholy energy, causing $s1 Shadow damage to an enemy target or healing ${$m1*1.5} damage from a friendly Undead target.	62900,62901,62902,62903,62904	
Increases the damage of your Death Strike by $s1%, increases its critical strike chance by $s2%, and increases the healing granted by $s3%.	62905,62908	
Cuts a black diamond into a red, blue or yellow gemstone of similar quality.  The type of gem is not known until the gem is cut.	62941	
Permanently enchant a staff to increase spell power by 81.  Requires a level 60 or higher item.	62948	
Permanently enchant a staff to increase spell power by 69.  Requires a level 60 or higher item.	62959	
When you deal damage with your Corruption spell, you are instantly healed for $<percent>% of the damage done. In addition, the damage done by your Corruption, Seed of Corruption and Unstable Affliction damage over time effects is increased by $s2%.	63108	
Reduces the cooldown of your Demonic Empowerment, Metamorphosis, and Fel Domination spells by $s1%.	63117,63121,63123	
When you Shadowbolt, Incinerate or Soul Fire a target that is at or below $s2% health, the cast time of Soul Fire spell is reduced by $s1% for $63165d. Soul Fires cast under the effect of Decimation cost no shard.	63156	
When you Shadowbolt, Incinerate or Soul Fire a target that is at or below $63158s2% health, the cast time of your Soul Fire spell is reduced by $63158s1% for $63165d. Soul Fires cast under the effect of Decimation cost no shard.	63158	
Summons and dismisses a rideable Stormwind Steed.   This mount increases speed depending on your Riding Skill.	63232	
When you critically strike with Searing Pain or Conflagrate, your Fire and Shadow spell damage is increased by $63244s1% for $63244d.	63245	
Right Click to summon and dismiss Murkimus the Gladiator.	63318,75936	
Reduces all damage taken by $s1%.	63349,63350,63351	
Reduces the cooldown of your Flame Shock and Frost Shock spells by an additional $/1000;S1 sec., and increases the direct damage done by your Flame Shock and Frost Shock spells by an additional $s2%.	63370,63372	
Increases the damage done by your Lightning Bolt, Chain Lightning, Lava Lash and Shock spells by $s1% on targets afflicted by your Frostbrand Attack effect, and your Frost Shock has a $s2% chance to root the target in ice for $63685d. when used on targets at or further than $63685s1 yards from you.	63373,63374	
Grants $s2% additional armor contribution from cloth and leather items while in Travel Form or while not shapeshifted, increases the damage reduction granted by your Barkskin spell by $s1% and reduces the chance your Barkskin is dispelled by $s3%.	63410,63411	
Frost Trap and Freezing Trap - Increases the duration by $s1%.\n\nImmolation Trap, Explosive Trap and Black Arrow - Increases the periodic damage done by $s2%.\n\nSnake Trap - Increases the number of snakes summoned by $*2;s3.	63457,63458	
Grants the periodic damage from your Lacerate and Rip abilities the ability to critically hit.	63503	
Reduces the mana cost of your Flash Heal by $s2%, and increases the critical effect chance of your Flash Heal by $s1% on friendly targets at or below 50% health.	63504,63505,63506	
Your Renew spell gains an additional $s1% of your bonus healing effects, and your Renew will instantly heal the target for $s2% of the total periodic effect.	63534,63542,63543	
Grants your pet $s2% haste for $d and  heals it for ${$m1*10}% of its health over the duration.	63560	
Reduces the cooldown of your Power Word: Shield ability by $/1000;s1 sec, and reduces the mana cost of your Power Word: Shield by $s2%.	63574	
Increases the periodic damage done by your Devouring Plague by $s1%, and when you cast Devouring Plague you instantly deal damage equal to $s2% of its total periodic effect.	63625,63626,63627	
Summons and dismisses a rideable Darkspear Raptor.   This mount increases speed depending on your Riding Skill.	63635	
Summons and dismisses a rideable Ironforge Ram.   This mount increases speed depending on your Riding Skill.	63636	
Summons and dismisses a rideable Darnassian Nightsaber.   This mount increases speed depending on your Riding Skill.	63637	
Summons and dismisses a rideable Gnomeregan Mechanostrider.   This mount increases speed depending on your Riding Skill.	63638	
Summons and dismisses a rideable Exodar Elekk.   This mount increases speed depending on your Riding Skill.	63639	
Summons and dismisses a rideable Orgrimmar Wolf.   This mount increases speed depending on your Riding Skill.	63640	
Summons and dismisses a rideable Thunder Bluff Kodo.   This mount increases speed depending on your Riding Skill.	63641	
Summons and dismisses a rideable Silvermoon Hawkstrider.   This mount increases speed depending on your Riding Skill.	63642	
Summons and dismisses a rideable Forsaken Warhorse.   This mount increases speed depending on your Riding Skill.	63643	
Switch to your Secondary Talent Specialization.	63644	
Switch to your Primary Talent Specialization.	63645	
Increases all healing done by you and all healing effects on you by $s1%.	63646,63647,63648,63649,63650	
Increases the damage done by your Lightning Bolt, Chain Lightning, Lava Lash and Shock spells on targets afflicted by your Frostbrand Attack effect, and your Frost Shock has a chance to root the target in ice for $63685d. when used on targets at or further than $63685s1 yards from you.	63685	
Right Click to summon and dismiss your Sen'jin fetish.	63712	
When you heal with Binding Heal or Flash Heal, the cast time of your next Greater Heal or Prayer of Healing spell is reduced by $63731s1%. Stacks up to 3 times. Lasts $63731d.	63730,63731	
When you heal with Binding Heal or Flash Heal, the cast time of your next Greater Heal or Prayer of Healing spell is reduced by $63735s1%. Stacks up to 3 times. Lasts $63735d.	63733,63735	
When you heal with Binding Heal or Flash Heal, the cast time of your next Greater Heal or Prayer of Healing spell is reduced by $63734s1%. Stacks up to 3 times. Lasts $63734d.	63734,63737	
Permanently enchant boots to increase your chance to hit with attacks, ranged attacks, and spells by $15464s1%.	63746	
Permanently attaches a springy arachnoweave to a cloak, increasing spell power by 27 and allowing you to turn the cloak into a parachute to fall slowly for $55001d.\n\nThe cloak can only be used once a minute and requires an Engineering skill of at least 350.	63765	
Permanently inserts reticulated armor webbing into gloves, increasing armor by 885.\n\nAttaching the armor webbing causes the gloves to become soulbound.  An Engineering skill of 400 is required to keep the webbing active.	63770	
Summons and dismisses a rideable mechanical gnome head.  This is a very fast construction.  This construction can only be summoned in Outland or Northrend. This mount increases speed depending on your Riding Skill.	63796	
Summons and dismisses a rideable Argent Hippogryph mount.    This mount can only be summoned in Outland or Northrend. This mount increases speed depending on your Riding Skill.	63844	
Summons and dismisses a rideable Ironbound Proto-Drake.  This is an extremely fast mount.  This mount can only be summoned in Outland or Northrend. This mount increases speed depending on your Riding Skill.	63956	
Summons and dismisses a rideable Rusted Proto-Drake.  This is an extremely fast mount.  This mount can only be summoned in Outland or Northrend. This mount increases speed depending on your Riding Skill.	63963	
You terrify the target, causing them to tremble in horror for $d and drop their main hand and ranged weapons for $64058d.	64044	
You terrify the target, causing them to tremble in horror for $64044d and drop their main hand and ranged weapons for $64058d.	64058	
When you cast Power Word: Shield, you increase the target's movement speed by $s1% for $64128d, and you have a $s2% chance when you cast Abolish Disease on yourself to also cleanse 1 poison effect in addition to diseases.	64127,64129	
$s1% of all damage taken by party members within $a1 yards is redirected to the Paladin (up to a maximum of $s3% of the Paladin's health times the number of party members).  Damage which reduces the Paladin below $s2% health will break the effect.  Lasts $d.	64205	
Right Click to summon and dismiss Mimiron's XS-001 Prototype.   He really hates water.	64351	
When below 35% health all damage taken is reduced by $44440s1% and your Pyroblast spell's cast time is reduced by ${$44440m2/-1000}.2 secs while the cooldown is increased by ${$44440m3/1000}.1 secs.  In addition, melee and ranged attacks made against you have a $64350h% chance to disarm your attacker's main hand and ranged weapons.	64353	
When below 35% health all damage taken is reduced by $44441s1% and your Pyroblast spell's cast time is reduced by ${$44441m2/-1000}.1 secs while the cooldown is increased by ${$44441m3/1000} secs.  In addition, melee and ranged attacks made against you have a $64349h% chance to disarm your attacker's main hand and ranged weapons.	64357	
Throws your weapon at the enemy causing ${$64382m1+$AP*.50} damage (based on attack power), reducing the armor on the target by $64382s2% for $64382d or removing any invulnerabilities.	64380,64382	
Permanently enchants a weapon to sometimes grant Blade Warding when striking an enemy.  Blade Warding increases your parry rating by 200 and inflicts 600 to 800 damage on your next parry.  Lasts 10 sec.\n\nThis enchantment requires the wielder is at least level 75.	64441	
Permanently enchants your weapon to sometimes grant Blood Reserve when striking an enemy or inflicting damage with bleed attacks.  When you fall below 35% health, Blood Reserve restores $64568s1 health.  Lasts $64568d and stacks up to $64568u times.\n\nThis enchantment requires the wielder is at least level 75.	64579	
Summons and dismisses a rideable Blue Skeletal Warhorse.   This mount increases speed depending on your Riding Skill.	64656	
Summons and dismisses a rideable White Kodo. This mount increases speed depending on your Riding Skill.	64657	
Summons and dismisses a rideable Black Wolf. This mount increases speed depending on your Riding Skill.	64658	
Summons and dismisses a rideable Venomhide Ravasaur.   This mount increases speed depending on your Riding Skill.	64659	
Summons and dismisses a rideable Sea Turtle.  This mount can't move very quickly on land, but she's a great swimmer.\n\nDue to her calm and steady nature, swim speed is not affected by effects that increase or decrease mount speed.	64731	
Heals $64843s2 nearby lowest health friendly party or raid targets within $64844a1 yards for $64844s1 every $64843t1 sec for $64843d, and increases healing done to them by $64844s2% for $64844d. Maximum of $*4;64843s2 heals. The Priest must channel to maintain the spell.	64843	
Heals $64843s2 nearby lowest health friendly party or raid targets within $a1 yards for $64844s1 every $64843t1 sec for $64843d, and increases healing done to them by $64844s2% for $64844d. Maximum of $*4;64843s2 heals. The Priest must channel to maintain the spell.	64844	
Your Holy Shock critical heals now also place a periodic healing effect on the target, healing for $64890s1% of the Holy Shock's heal amount over $64891d.	64891	
Restores $64904s1% mana to $64901s2 nearby low mana friendly party or raid targets every $64901t1 sec for $64901d, and increases their total maximum mana by $64904s2% for $64904d. Maximum of $*4;s2 mana restores. The Priest must channel to maintain the spell.	64901,64904	
Summons and dismisses a rideable Deadly Gladiator's Frost Wyrm mount.  This is an extremely fast mount.  This mount can only be summoned in Outland or Northrend. This mount increases speed depending on your Riding Skill.	64927	
Your Charge ability is now usable while in combat, but the cooldown on Charge is increased by ${$m3/1000} sec. Following a Charge, your next Slam or Mortal Strike has an additional $65156s1% chance to critically hit if used within $65156d.	64976	
Summons and dismisses a rideable Black Skeletal Horse. This mount increases speed depending on your Riding Skill.	64977	
Reduces the mana cost of your healing over time spells by $5420s1% and grants the ability to shapeshift into the Tree of Life. While in this form you increase healing received by $34123s1% for all party and raid members within $34123a1 yards, and you can only cast Restoration spells in addition to Innervate, Barkskin, Nature's Grasp and Thorns spells.\n\nThe act of shapeshifting frees the caster of Polymorph and Movement Impairing effects.	65139	
Reduces the damage your pet takes from creature area of effect attacks by an additional $s1%.	65220	
Right Click to summon and dismiss a Curious Oracle Hatchling.	65381	
Right Click to summon and dismiss a Curious Wolvar Pup.	65382	
Summons and dismisses a rideable Furious Gladiator's Frost Wyrm mount.  This is an extremely fast mount.  This mount can only be summoned in Outland or Northrend. This mount increases speed depending on your Riding Skill.	65439	
Summons and dismisses a rideable Great Red Elekk.   This mount increases speed depending on your Riding Skill.	65637	
Summons and dismisses a rideable Swift Moonsaber.   This mount increases speed depending on your Riding Skill.	65638	
Summons and dismisses a rideable Swift red Hawkstrider.   This mount increases speed depending on your Riding Skill.	65639	
Summons and dismisses a rideable Swift Gray Steed.   This mount increases speed depending on your Riding Skill.	65640	
Summons and dismisses a rideable Great Golden Kodo.   This mount increases speed depending on your Riding Skill.	65641	
Summons and dismisses a rideable Turbostrider.   This mount increases speed depending on your Riding Skill.	65642	
Summons and dismisses a rideable Swift Violet Ram.   This mount increases speed depending on your Riding Skill.	65643	
Summons and dismisses a rideable Swift Purple Raptor.   This mount increases speed depending on your Riding Skill.	65644	
Summons and dismisses a rideable White Skeletal Warhorse.   This mount increases speed depending on your Riding Skill.	65645	
Summons and dismisses a rideable Swift Burgundy Wolf.   This mount increases speed depending on your Riding Skill.	65646	
When dual-wielding, your Death Strikes, Obliterates, Plague Strikes, Rune Strikes, Blood Strikes and Frost Strikes have a $s1% chance to also deal damage with your offhand weapon.	65661,66191,66192	
Right Click to summon and dismiss your Warbot.	65682	
Summons and dismisses a rideable Magic Rooster.  No, seriously.  This is a very fast mount.	65917	
Right Click to summon and dismiss Grunty the Murloc Marine.	66030	
Summons and dismisses a rideable Silver Covenant Hippogryph mount.    This mount can only be summoned in Outland or Northrend. This mount increases speed depending on your Riding Skill.	66087	
Summons and dismisses a rideable Sunreaver Dragonhawk mount.    This mount can only be summoned in Outland or Northrend. This mount increases speed depending on your Riding Skill.	66088	
Summons and dismisses a rideable Quel'dorei Steed.   This mount increases speed depending on your Riding Skill.	66090	
Summons and dismisses a rideable Sunreaver Hawkstrider.   This mount increases speed depending on your Riding Skill.	66091	
Right Click to summon and dismiss your Shimmering Wyrmling.	66096	
Summons and dismisses a rideable Magic Rooster.  No, seriously.   This mount increases speed depending on your Riding Skill.	66122,66123,66124	
Right Click to summon and dismiss your Macabre Marionette.	66175	
A deadly attack that deals $s2% offhand weapon damage plus a bonus and heals the Death Knight for $F% of $Ghis:her; maximum health for each of $Ghis:her; diseases on the target.	66188	
Instantly strike the enemy, causing $s2% offhand weapon damage plus a bonus as Frost damage.	66196	
A brutal instant attack that deals $s2% offhand weapon damage plus a bonus, total damage increased ${$m3/2}.1% per each of your diseases on the target, but consumes the diseases.	66198	
Instantly strike the enemy, causing $s2% offhand weapon damage plus a bonus, total damage increased by ${$m3/2}.1% for each of your diseases on the target.	66215	
A vicious strike that deals $s2% offhand weapon damage plus a bonus and infects the target with Blood Plague, a disease dealing Shadow damage over time.	66216	
Strike the target for $s2% offhand weapon damage plus a bonus.  Only usable after the Death Knight dodges or parries.  Can't be dodged, blocked, or parried.  This attack causes a high amount of threat.	66217	
Right Click to summon and dismiss your jade tiger.	66520	
Transmute the element of shadow and a Monarch Topaz into an Ametrine.	66658	
Transmute the element of fire and a Scarlet Ruby into a Cardinal Ruby.	66659	
Transmute the element of life and a Autumn's Glow into King's Amber.	66660	
Transmute the element of shadow and a Twilight Opal into a Dreadstone.	66662	
Transmute the element of air and a Sky Sapphire into a Majestic Zircon.	66663	
Transmute several Forest Emeralds into an Eye of Zul.	66664	
Your Blood Strikes cause you to deal $63583s1% additional damage with all attacks for the next $63583d.	66799	
Your Blood Strikes cause you to deal $66800s1% additional damage with all attacks for the next $66800d.	66814	
Your Blood Strikes cause you to deal $66801s1% additional damage with all attacks for the next $66801d.	66815	
Your Blood Strikes cause you to deal $66802s1% additional damage with all attacks for the next $66802d.	66816	
Your Blood Strikes cause you to deal $66803s1% additional damage with all attacks for the next $66803d.	66817	
Simultaneously places up to 4 totems specified in the Totem Bar. Castable while moving.	66842	
Simultaneously places up to 4 totems specified in the Totem Bar. Can call different totems than Call of the Elements. Castable while moving.	66843	
Simultaneously places up to 4 totems specified in the Totem Bar. Can call different totems than Call of the Elements or Call of the Ancestors. Castable while moving.	66844	
Summons and dismisses a rideable Ochre Skeletal Warhorse.   This mount increases speed depending on your Riding Skill.	66846	
Summons and dismisses a rideable Striped Dawnsaber. This mount increases speed depending on your Riding Skill.	66847	
Summons an Argent Charger, which serves as a mount.   This mount increases speed depending on your Riding Skill.	66906	
Summons an Argent Warhorse, which serves as a mount. This mount increases speed depending on your Riding Skill.	66907	
Heal over time.	66922	
Summons and dismisses a rideable Relentless Gladiator's Frost Wyrm mount.  This is an extremely fast mount.  This mount can only be summoned in Outland or Northrend. This mount increases speed depending on your Riding Skill.	67336	
Right Click to summon and dismiss your hatchling.	67413,67414,67415,67416,67417,67418,67419,67420	
Summons and dismisses a rideable Argent Warhorse.   This mount increases speed depending on your Riding Skill.	67466	
Right Click to summon and dismiss your onyx panther.	67527	
Attaches a tiny mind amplification dish to your helmet, increasing Stamina by 45 and allowing you to engage in mental battle with your enemies to, hopefully, control them.  Can be used every 10 min.\n\nEnchanting your helm binds it to you.  Requires 350 engineering to use.	67839	
Summons and dismisses a rideable Swift Horde Wolf.   This mount increases speed depending on your Riding Skill.	68056	
Summons and dismisses a rideable Swift Alliance Steed.   This mount increases speed depending on your Riding Skill.	68057	
Summons and dismisses a rideable Crusader's White Warhorse.   This mount increases speed depending on your Riding Skill.	68187	
Summons and dismisses a rideable Crusader's Black Warhorse.   This mount increases speed depending on your Riding Skill.	68188	
Right Click to summon and dismiss your spectral tiger cub.	68810	
Summons and dismisses a rideable Onyxian Drake.    This mount can only be summoned in Outland or Northrend. This mount increases speed depending on your Riding Skill.	69395	
Disenchants an Abyss Crystal into Greater Cosmic Essence or Infinite Dust.	69412	
Right Click to summon and dismiss your core hound pup.	69452	
Right Click to summon and dismiss your gryphon hatchling.	69535	
Right Click to summon and dismiss your wind rider cub.	69536	
Right Click to summon and dismiss your zipao tiger.	69539	
Right Click to call or say goodbye to your pandaren monk friend.	69541	
Right Click to summon or dismiss Lil' K.T.	69677	
Affixes your rune weapon with a rune that increases Defense by $70163s1 and total Stamina by $70163s2%.  Modifying your rune weapon requires a Rune Forge in Ebon Hold.	70164	
Right Click to summon and dismiss your pug.	70613	
Heals over $d.	70772	
Heals the target for $70808s1% of a recent critical heal Chain Heal over $d.	70809	
Summon a Water Elemental to fight for the caster for 45 sec.	70909	
Summons and dismisses a rideable Big Love Rocket.  This mount changes depending on your Riding skill and location.	71342	
Permanently enchant gloves to increase fishing skill by 5.	71692	
Summons and dismisses a rideable Wrathful Gladiator's Frost Wyrm mount.  This is an extremely fast mount.  This mount can only be summoned in Outland or Northrend. This mount increases speed depending on your Riding Skill.	71810	
Right Click to summon and dismiss your toxic wasteling. Do not feed toxic wasteling. Do not allow toxic wasteling to approach small animals. Do not touch, sniff, or even look at toxic wasteling for extended periods of time.	71840	
Summons and dismisses the flying undead horse Invincible.  This mount changes depending on your Riding skill and location.	72286	
Summons and dismisses a rideable Icebound Frostbrood Vanquisher.  This is an extremely fast mount.  This mount can only be summoned in Outland or Northrend. This mount increases speed depending on your Riding Skill.	72807	
Summons and dismisses a rideable Bloodbathed Frostbrood Vanquisher.  This is an extremely fast mount.  This mount can only be summoned in Outland or Northrend. This mount increases speed depending on your Riding Skill.	72808	
Summons and dismisses your rideable Crimson Deathcharger.   This mount increases speed depending on your Riding Skill.	73313	
Summons and dismisses a rideable Blazing Hippogryph.  This mount changes depending on your Riding skill.	74856	
Summons and dismisses a rideable Wooly White Rhino.   This mount increases speed depending on your Riding Skill.	74918	
Right Click to summon and dismiss your Frigid Frostling.	74932	
The damage dealt by your Flame Shock can now be critical strikes.	75461	
Summons and dismisses a Frosty Flying Carpet.  This is a very fast rug.  Can only be used in Outland and Northrend.  Requires 425 skill in tailoring to ride. This mount increases speed depending on your Riding Skill.	75596	
Summons or dismisses a Celestial Dragon.	75613	
Summons and dismisses a Celestial Steed.  This mount changes depending on your Riding skill and location.	75614	
Right Click to set down or pick up your Lil' XT action figure.	75906	
Summons an X-53 Touring Rocket.  This two-passenger mount's speed depends upon your riding skill.	75973	
Right Click to summon and dismiss Mini Thor.	78381	
You sometimes find additional cloth from most creatures.	84239	
Right Click to summon and dismiss Beetah Beetle.	84243	
Reduces your chance to be dodged or parried with Maces and Two-Handed Maces by ${$m1/4}%.	84423	
Reduces your chance to be dodged or parried with Swords and Two-Handed Swords by ${$m1/4}%.	84424	
Your chance to critically hit with Wands is increased by $s1%.	84425	
Reduces your chance to be dodged or parried with Daggers by ${$m1/4}%.	84426	
Your chance to critically hit with Thrown Weapons is increased by $s1%.	84427	
Your chance to critically hit with Guns is increased by $s1%.	84428	
Reduces your chance to be dodged or parried with Axes and Two-Handed Axes by ${$m1/4}%.	84430	
Reduces your chance to be dodged or parried with Fist Weapons by ${$m1/4}%.	84431	
Reduces your chance to be dodged or parried with Staves by ${$m1/4}%.	84432	
Your chance to critically hit with Bow Weapons is increased by $s1%.	84433	
Reduces your chance to be dodged or parried with Polearms by ${$m1/4}%.	84434	
Allows you to use abilities from the Human race.	84435	
Allows you to use abilities from the Dwarf race.	84446	
Fills the Paladin with the might of thanes for $d, giving your attacks a chance based on weapon speed to gain $84464s1 Armor and increase the damage of Hammer of Wrath by $84464s2% for $84464d. This effect stacks up to $84464u times.\n\nUnleashing this Seal's energy will cause all nearby targets to take $84463s1 Holy damage per stack and increase the duration of Mountain's Might to $84463d until your next use of this Seal.	84465	
Summons and dismisses a rideable Risen Warhorse. This mount increases speed depending on your Riding Skill.	84466	
Summons and dismisses a rideable Risen Charger. This mount increases speed depending on your Riding Skill.	84467	
Increases your Spirit by $84468s1% of your Intellect for $84468d.	84469	
Allows you to use abilities from the Tauren race.	84470	
Increases your resistance to all schools of magic by an amount equal to your level. Lasts $d.	84487	
Causes the target to emit harmful rays of light, dealing $84488s1 Holy damage to the target and ${$84488m1*2} Holy damage to up to ${$84488i-1} enemies around the target every $t sec. for $d.	84489	
Causes the target to emit harmful rays of light, dealing $84490s1 Holy damage to the target and ${$84490m1*2} Holy damage to up to ${$84490i-1} enemies around the target every $t sec. for $d.	84491	
Causes the target to emit harmful rays of light, dealing $84492s1 Holy damage to the target and ${$84492m1*2} Holy damage to up to ${$84492i-1} enemies around the target every $t sec. for $d.	84493	
Causes the target to emit harmful rays of light, dealing $84494s1 Holy damage to the target and ${$84494m1*2} Holy damage to up to ${$84494i-1} enemies around the target every $t sec. for $d.	84495	
Causes the target to emit harmful rays of light, dealing $84496s1 Holy damage to the target and ${$84496m1*2} Holy damage to up to ${$84496i-1} enemies around the target every $t sec. for $d.	84497	
Causes the target to emit harmful rays of light, dealing $84498s1 Holy damage to the target and ${$84498m1*2} Holy damage to up to ${$84498i-1} enemies around the target every $t sec. for $d.	84499	
Causes the target to emit harmful rays of light, dealing $84500s1 Holy damage to the target and ${$84500m1*2} Holy damage to up to ${$84500i-1} enemies around the target every $t sec. for $d.	84501	
Fills the Paladin with holy spirit for $d, granting each melee attack an additional ${$cond($eq($HND,1),0.85*($m1*1.2*1.03*$MWS/100)+0.03*($MW+$mw)/2-1,1.2*($m1*1.2*1.03*$MWS/100)+0.03*($MW+$mw)/2+1)} Holy damage.  Persists for 0.5 seconds when swapping to any other Seal.\n\nUnleashing this Seal's energy will cause $20187s1 Holy damage to an enemy.	84508	
Fills the Paladin with holy spirit for $d, granting each melee attack an additional ${$cond($eq($HND,1),0.85*($m1*1.2*1.03*$MWS/100)+0.03*($MW+$mw)/2-1,1.2*($m1*1.2*1.03*$MWS/100)+0.03*($MW+$mw)/2+1)} Holy damage.  Persists for 0.5 seconds when swapping to any other Seal.\n\nUnleashing this Seal's energy will cause $20280s1 Holy damage to an enemy.	84509	
Fills the Paladin with holy spirit for $d, granting each melee attack an additional ${$cond($eq($HND,1),0.85*($m1*1.2*1.03*$MWS/100)+0.03*($MW+$mw)/2-1,1.2*($m1*1.2*1.03*$MWS/100)+0.03*($MW+$mw)/2+1)} Holy damage.  Persists for 0.5 seconds when swapping to any other Seal.\n\nUnleashing this Seal's energy will cause $20281s1 Holy damage to an enemy.	84510	
Fills the Paladin with holy spirit for $d, granting each melee attack an additional ${$cond($eq($HND,1),0.85*($m1*1.2*1.03*$MWS/100)+0.03*($MW+$mw)/2-1,1.2*($m1*1.2*1.03*$MWS/100)+0.03*($MW+$mw)/2+1)} Holy damage.  Persists for 0.5 seconds when swapping to any other Seal.\n\nUnleashing this Seal's energy will cause $20282s1 Holy damage to an enemy.	84511	
Fills the Paladin with holy spirit for $d, granting each melee attack an additional ${$cond($eq($HND,1),0.85*($m1*1.2*1.03*$MWS/100)+0.03*($MW+$mw)/2-1,1.2*($m1*1.2*1.03*$MWS/100)+0.03*($MW+$mw)/2+1)} Holy damage.  Persists for 0.5 seconds when swapping to any other Seal.\n\nUnleashing this Seal's energy will cause $20283s1 Holy damage to an enemy.	84512	
Fills the Paladin with holy spirit for $d, granting each melee attack an additional ${$cond($eq($HND,1),0.85*($m1*1.2*1.03*$MWS/100)+0.03*($MW+$mw)/2-1,1.2*($m1*1.2*1.03*$MWS/100)+0.03*($MW+$mw)/2+1)} Holy damage.  Persists for 0.5 seconds when swapping to any other Seal.\n\nUnleashing this Seal's energy will cause $20284s1 Holy damage to an enemy.	84513	
Fills the Paladin with holy spirit for $d, granting each melee attack an additional ${$cond($eq($HND,1),0.85*($m1*1.2*1.03*$MWS/100)+0.03*($MW+$mw)/2-1,1.2*($m1*1.2*1.03*$MWS/100)+0.03*($MW+$mw)/2+1)} Holy damage.  Persists for 0.5 seconds when swapping to any other Seal.\n\nUnleashing this Seal's energy will cause $20285s1 Holy damage to an enemy.	84514	
Fills the Paladin with holy spirit for $d, granting each melee attack an additional ${$cond($eq($HND,1),0.85*($m1*1.2*1.03*$MWS/100)+0.03*($MW+$mw)/2-1,1.2*($m1*1.2*1.03*$MWS/100)+0.03*($MW+$mw)/2+1)} Holy damage.  Persists for 0.5 seconds when swapping to any other Seal.\n\nUnleashing this Seal's energy will cause $20286s1 Holy damage to an enemy.	84515	
