description_en	description_zh
Summons a Stoneclaw Totem with $s1 health at the feet of the caster for $d that taunts creatures within $25512a1 yards to attack it.  Enemies attacking the Stoneclaw Totem have a $25513h% chance to be stunned for $39796d. Stoneclaw totem also protects all your totems, causing them to absorb $58591s1 damage.	在施法者脚下召唤一个生命值为$s1的石爪图腾，持续$d。它会嘲讽半径$25512a1码范围内的敌人攻击图腾。攻击石爪图腾的敌人有$25513h%的几率昏迷$39796d。石爪图腾还会保护你的所有其他图腾，使其吸收$58591s1点伤害。
Summons a Stoneclaw Totem with $s1 health at the feet of the caster for $d that taunts creatures within $25512a1 yards to attack it.  Enemies attacking the Stoneclaw Totem have a $25513h% chance to be stunned for $39796d. Stoneclaw totem also protects all your totems, causing them to absorb $58592s1 damage.	在施法者脚下召唤一个生命值为$s1的石爪图腾，持续$d。它会嘲讽半径$25512a1码范围内的敌人攻击图腾。攻击石爪图腾的敌人有$25513h%的几率昏迷$39796d。石爪图腾还会保护你的所有其他图腾，使其吸收$58592s1点伤害。
Summons a Stoneclaw Totem with $s1 health at the feet of the caster for $d that taunts creatures within $25512a1 yards to attack it.  Enemies attacking the Stoneclaw Totem have a $25513h% chance to be stunned for $39796d. Stoneclaw totem also protects all your totems, causing them to absorb $58593s1 damage.	在施法者脚下召唤一个生命值为$s1的石爪图腾，持续$d。它会嘲讽半径$25512a1码范围内的敌人攻击图腾。攻击石爪图腾的敌人有$25513h%的几率昏迷$39796d。石爪图腾还会保护你的所有其他图腾，使其吸收$58593s1点伤害。
Summons a Stoneclaw Totem with $s1 health at the feet of the caster for $d that taunts creatures within $25512a1 yards to attack it.  Enemies attacking the Stoneclaw Totem have a $25513h% chance to be stunned for $39796d. Stoneclaw totem also protects all your totems, causing them to absorb $58594s1 damage.	在施法者脚下召唤一个生命值为$s1的石爪图腾，持续$d。它会嘲讽半径$25512a1码范围内的敌人攻击图腾。攻击石爪图腾的敌人有$25513h%的几率昏迷$39796d。石爪图腾还会保护你的所有其他图腾，使其吸收$58594s1点伤害。
Summons a Stoneclaw Totem with $s1 health at the feet of the caster for $d that taunts creatures within $25512a1 yards to attack it.  Enemies attacking the Stoneclaw Totem have a $25513h% chance to be stunned for $39796d. Stoneclaw totem also protects all your totems, causing them to absorb $58595s1 damage.	在施法者脚下召唤一个生命值为$s1的石爪图腾，持续$d。它会嘲讽半径$25512a1码范围内的敌人攻击图腾。攻击石爪图腾的敌人有$25513h%的几率昏迷$39796d。石爪图腾还会保护你的所有其他图腾，使其吸收$58595s1点伤害。
Summons a Stoneclaw Totem with $s1 health at the feet of the caster for $d that taunts creatures within $25512a1 yards to attack it.  Enemies attacking the Stoneclaw Totem have a $25513h% chance to be stunned for $39796d. Stoneclaw totem also protects all your totems, causing them to absorb $58596s1 damage.	在施法者脚下召唤一个生命值为$s1的石爪图腾，持续$d。它会嘲讽半径$25512a1码范围内的敌人攻击图腾。攻击石爪图腾的敌人有$25513h%的几率昏迷$39796d。石爪图腾还会保护你的所有其他图腾，使其吸收$58596s1点伤害。
Increases the damage of your Mangle (Cat) and Shred abilities on targets at or below 35% health by $s1%.	使你对生命值等于或低于35%的目标施展的裂伤（豹）和撕碎技能造成的伤害提高$s1%。
Transmutes several uncommon Northrend gems into a single rare gem.	将数颗诺森德优秀品质宝石转化为一颗稀有宝石。
Strike an enemy for $s1% weapon damage and increasing your total Strength by $55331s2% for $55331d.  Each disease on the target increases damage by $s3%.	打击敌人，造成$s1%的武器伤害，并使你的总力量提高$55331s2%，持续$55331d。目标身上每存在一个疾病效果，伤害就提高$s3%。
Causes your Bloodstrikes and Heartstrikes to have a $h% chance to increase your total Strength by $s2 for $d.	使你的鲜血打击和心脏打击有$h%的几率使你的总力量提高$s2点，持续$d。
Causes your Bloodstrikes and Heartstrikes to have a $h% chance to increase your Strength by $s2 for $d.	使你的鲜血打击和心脏打击有$h%的几率使你的力量提高$s2点，持续$d。
Summons a Strength of Earth Totem with $s1 health at the feet of the caster.  The totem increases the strength and agility of all party and raid members within $58646a1 yards by $58646s2.  Lasts $d.	在施法者脚下召唤一个生命值为$s1的大地之力图腾。该图腾使$58646a1码范围内所有小队和团队成员的力量和敏捷提高$58646s2点。持续$d。
Summons a Flametongue Totem with $s1 health at the feet of the caster.  Party and raid members within $58651a1 yards of the totem have their spell damage and healing increased by up to $58651s1.  Lasts $d.	在施法者脚下召唤一个生命值为$s1的火舌图腾。使图腾周围$58651a1码范围内的所有小队和团队成员的法术伤害和治疗效果提高最多$58651s1点。持续$d。
Summons a Flametongue Totem with $s1 health at the feet of the caster.  Party and raid members within $58654a1 yards of the totem have their spell damage and healing increased by up to $58654s1.  Lasts $d.	在施法者脚下召唤一个生命值为$s1的火舌图腾。使图腾周围$58654a1码范围内的所有小队和团队成员的法术伤害和治疗效果提高最多$58654s1点。持续$d。
Summons a Flametongue Totem with $s1 health at the feet of the caster.  Party and raid members within $58655a1 yards of the totem have their spell damage and healing increased by up to $58655s1.  Lasts $d.	在施法者脚下召唤一个生命值为$s1的火舌图腾。使图腾周围$58655a1码范围内的所有小队和团队成员的法术伤害和治疗效果提高最多$58655s1点。持续$d。
Begins a ritual that creates a refreshment table.  Raid members can click the table to acquire Conjured Mana Strudels.  The tables lasts for $58661d or 50 charges.  Requires the caster and 2 additional party members to complete the ritual.  In order to participate, all players must right-click the refreshment portal and not move until the ritual is complete.	开始一个仪式，制造一个餐桌。团队成员可以点击餐桌以获得魔法法力果馅饼。餐桌持续$58661d或50次使用次数。需要施法者和额外2名小队成员来完成仪式越。参与仪式的所有玩家必须右键点击餐桌传送门，并且在仪式完成前不得移动。
Summons a Searing Totem with $s1 health at your feet for $d that repeatedly attacks an enemy within $58700r1 yards for $58700s1 Fire damage.	在你的脚下召唤一个生命值为$s1的灼热图腾，持续$d。它会不断攻击$58700r1码范围内的一名敌人，造成$58700s1点火焰伤害。
Summons a Searing Totem with $s1 health at your feet for $d that repeatedly attacks an enemy within $58701r1 yards for $58701s1 Fire damage.	在你的脚下召唤一个生命值为$s1的灼热图腾，持续$d。它会不断攻击$58701r1码范围内的一名敌人，造成$58701s1点火焰伤害。
Summons a Searing Totem with $s1 health at your feet for $d that repeatedly attacks an enemy within $58702r1 yards for $58702s1 Fire damage.	在你的脚下召唤一个生命值为$s1的灼热图腾，持续$d。它会不断攻击$58702r1码范围内的一名敌人，造成$58702s1点火焰伤害。
Summons a Magma Totem with $s1 health at the feet of the caster for ${$d-1} sec that causes $58732s1 Fire damage to creatures within $58732a1 yards every $58733t1 seconds.	在施法者脚下召唤一个生命值为$s1的熔岩图腾，持续${$d-1}秒。每$58733t1秒对$58732a1码范围内的敌人造成$58732s1点火焰伤害。
Summons a Magma Totem with $s1 health at the feet of the caster for ${$58734d-1} sec that causes $58735s1 Fire damage to creatures within $58735a1 yards every $58736t1 seconds.	在施法者脚下召唤一个生命值为$s1的熔岩图腾，持续${$58734d-1}秒。每$58736t1秒对$58735a1码范围内的敌人造成$58735s1点火焰伤害。
Summons a Fire Resistance Totem with $s1 health at the feet of the caster for $d that increases the fire resistance of party and raid members within $58738a1 yards by $58738s1.	在施法者脚下召唤一个生命值为$s1的抗火图腾，持续$d。使$58738a1码范围内所有小队和团队成员的火系抗性提高$58738s1点。
Summons a Fire Resistance Totem with $s1 health at the feet of the caster for $d that increases the fire resistance of party and raid members within $58740a1 yards by $58740s1.	在施法者脚下召唤一个生命值为$s1的抗火图腾，持续$d。使$58740a1码范围内所有小队和团队成员的火系抗性提高$58740s1点。
Summons a Frost Resistance Totem with $s1 health at the feet of the caster for $d that increases the frost resistance of party and raid members within $58744a1 yards by $58744s1.	在施法者脚下召唤一个生命值为$s1的抗寒图腾，持续$d。使$58744a1码范围内所有小队和团队成员的冰霜抗性提高$58744s1点。
Summons a Frost Resistance Totem with $s1 health at the feet of the caster for $d that increases the frost resistance of party and raid members within $58748a1 yards by $58748s1.	在施法者脚下召唤一个生命值为$s1的抗寒图腾，持续$d。使$58748a1码范围内所有小队和团队成员的冰霜抗性提高$58748s1点。
Summons a Nature Resistance Totem with $s1 health at the feet of the caster for $d that increases the nature resistance of party and raid members within $58752a1 yards by $58752s1.	在施法者脚下召唤一个生命值为$s1的自然抗性图腾，持续$d。使$58752a1码范围内所有小队和团队成员的自然抗性提高$58752s1点。
Summons a Nature Resistance Totem with $s1 health at the feet of the caster for $d that increases the nature resistance of party and raid members within $58756a1 yards by $58756s1.	在施法者脚下召唤一个生命值为$s1的自然抗性图腾，持续$d。使$58756a1码范围内所有小队和团队成员的自然抗性提高$58756s1点。
Summons a Healing Stream Totem with $s1 health at the feet of the caster for $d that restores $58773s1 health to all party and raid members within $58773a1 yards every $58773t1 seconds.	在施法者脚下召唤一个生命值为$s1的治疗之泉图腾，持续$d。每$58773t1秒为$58773a1码范围内的小队和团队成员恢复$58773s1点生命值。
Summons a Healing Stream Totem with $s1 health at the feet of the caster for $d that restores $58776s1 health to all party and raid members within $58776a1 yards every $58776t1 seconds.	在施法者脚下召唤一个生命值为$s1的治疗之泉图腾，持续$d。每$58776t1秒为$58776a1码范围内的小队和团队成员恢复$58776s1点生命值。
Summons a Healing Stream Totem with $s1 health at the feet of the caster for $d that restores $58777s1 health to all party and raid members within $58777a1 yards every $58777t1 seconds.	在施法者脚下召唤一个生命值为$s1的治疗之泉图腾，持续$d。每$58777t1秒为$58777a1码范围内的小队和团队成员恢复$58777s1点生命值。
Summons a Mana Spring Totem with $s1 health at the feet of the caster for $d that restores $58771s1 mana to all party and raid members within $58771a1 yards every $58771t1 seconds.	在施法者脚下召唤一个生命值为$s1的法力之泉图腾，持续$d。每$58771t1秒为$58771a1码范围内的小队和团队成员恢复$58771s1点法力值。
Strike an enemy for $s1% weapon damage plus ${$m2*$AP*$m3/10000}.  Only usable after the Death Knight dodges or parries.  Can't be dodged, blocked, or parried.  This attack causes a high amount of threat.	对敌人造成$s1%的武器伤害，外加${$m2*$AP*$m3/10000}点伤害。只有在死亡骑士躲闪或招架后才能使用。此攻击无法被躲闪、格挡或招架。该攻击产生大量的威胁值。
Summons a Frost Resistance Totem with $s1 health at the feet of the caster for $d.  The totem increases party and raid members' frost resistance by $58742s1, if within $58742a1 yards.	在施法者脚下召唤一个生命值为$s1的抗寒图腾，持续$d。若在$58742a1码范围内，图腾会使小队和团队成员的冰霜抗性提高$58742s1点。
Summons a Frost Resistance Totem with $s1 health at the feet of the caster for $d.  The totem increases party and raid members' frost resistance by $58744s1, if within $58744a1 yards.	在施法者脚下召唤一个生命值为$s1的抗寒图腾，持续$d。若在$58744a1码范围内，图腾会使小队和团队成员的冰霜抗性提高$58744s1点。
Summons a Nature Resistance Totem with $s1 health at the feet of the caster for $d that increases the nature resistance of party and raid members within $58748a1 yards by $58748s1.	在施法者脚下召唤一个生命值为$s1的自然抗性图腾，持续$d。使$58748a1码范围内所有小队和团队成员的自然抗性提高$58748s1点。
Summons a Nature Resistance Totem with $s1 health at the feet of the caster for $d that increases the nature resistance of party and raid members within $58750a1 yards by $58750s1.	在施法者脚下召唤一个生命值为$s1的自然抗性图腾，持续$d。使$58750a1码范围内所有小队和团队成员的自然抗性提高$58750s1点。
Summons a Stoneskin Totem with $s1 health at the feet of the caster.  The totem protects party and raid members within $58752a1 yards, increasing armor by $58752s1.  Lasts $d.	在施法者脚下召唤一个生命值为$s1的石肤图腾。该图腾保护$58752a1码范围内的小队和团队成员，使其护甲值提高$58752s1点。持续$d。
Summons a Stoneskin Totem with $s1 health at the feet of the caster.  The totem protects party and raid members within $58754a1 yards, increasing armor by $58754s1.  Lasts $d.	在施法者脚下召唤一个生命值为$s1的石肤图腾。该图腾保护$58754a1码范围内的小队和团队成员，使其护甲值提高$58754s1点。持续$d。
Summons a Healing Stream Totem with $s1 health at the feet of the caster for $d that heals group members within $58759a1 yards for $58763s1 every $58763t1 seconds.	在施法者脚下召唤一个生命值为$s1的治疗之泉图腾，持续$d。每$58763t1秒为$58759a1码范围内的小队成员恢复$58763s1点生命值。
Summons a Healing Stream Totem with $s1 health at the feet of the caster for $d that heals group members within $58760a1 yards for $58764s1 every $58764t1 seconds.	在施法者脚下召唤一个生命值为$s1的治疗之泉图腾，持续$d。每$58764t1秒为$58760a1码范围内的小队成员恢复$58764s1点生命值。
Summons a Healing Stream Totem with $s1 health at the feet of the caster for $d that heals group members within $58761a1 yards for $58765s1 every $58765t1 seconds.	在施法者脚下召唤一个生命值为$s1的治疗之泉图腾，持续$d。每$58765t1秒为$58761a1码范围内的小队成员恢复$58765s1点生命值。
Summons a Mana Spring Totem with $s1 health at the feet of the caster for $d that restores $58775s1 mana every 5 seconds to all party and raid members within $58778a1 yards.	在施法者脚下召唤一个生命值为$s1的法力之泉图腾，持续$d。每5秒为$58778a1码范围内所有小队和团队成员恢复$58775s1点法力值。
Summons a Mana Spring Totem with $s1 health at the feet of the caster for $d that restores $58776s1 mana every 5 seconds to all party and raid members within $58779a1 yards.	在施法者脚下召唤一个生命值为$s1的法力之泉图腾，持续$d。每5秒为$58779a1码范围内所有小队和团队成员恢复$58776s1点法力值。
Summons a Mana Spring Totem with $s1 health at the feet of the caster for $d that restores $58777s1 mana every 5 seconds to all party and raid members within $58780a1 yards.	在施法者脚下召唤一个生命值为$s1的法力之泉图腾，持续$d。每5秒为$58780a1码范围内所有小队和团队成员恢复$58777s1点法力值。
Reduces the mana cost of your Cleanse, Purify and Consecration spells by $s1% and increases the critical strike chance of your Exorcism and Holy Wrath spells by $s2%. Additionally, hitting an enemy with Exorcism or Holy Wrath increases the critical effect chance of your next healing spell by $84530s1%.	使你的清洁术、纯净术和奉献法术的法力消耗降低$s1%，并使你的驱邪术和神圣愤怒法术的暴击几率提高$s2%。此外，使用驱邪术或神圣愤怒击中敌人会使你的下一个治疗法术的爆击效果几率提高$84530s1%。
Reduces the mana cost of your Cleanse, Purify and Consecration spells by $s1% and increases the critical strike chance of your Exorcism and Holy Wrath spells by $s2%. Additionally, hitting an enemy with Exorcism or Holy Wrath increases the critical effect chance of your next healing spell by $84531s1%.	使你的清洁术、纯净术和奉献法术的法力消耗降低$s1%，并使你的驱邪术和神圣愤怒法术的暴击几率提高$s2%。此外，使用驱邪术或神圣愤怒击中敌人会使你的下一个治疗法术的爆击效果几率提高$84531s1%。
Infuses the death knight with unholy fury, increasing attack speed by $s1%, movement speed by $49772s1% and reducing the global cooldown on all abilities by ${$m2/-1000}.1 sec.  Only one Presence may be active at a time.	使死亡骑士获得邪恶狂乱的加持，使攻击速度提高$s1%，移动速度提高$49772s1%，并使所有技能的公共冷却时间缩短${$m2/-1000}.1秒。同一时间内只能激活一种领域。
Strengthens the Death Knight with the presence of blood, increasing damage by $48266s1% and healing the Death Knight by $50371s1% of damage dealt. Only one Presence may be active at a time.	使死亡骑士获得鲜血领域的加持，使伤害提高$48266s1%，并在造成伤害时为死亡骑士恢复生命值，数值相当于所造成伤害的$50371s1%。同一时间内只能激活一种领域。
Your Moonkin Aura also causes affected targets to gain $50170s1% haste and you to gain $s2% of your spirit as additional spell damage.	你的枭兽光环还会使受影响的目标获得$50170s1%的急速，并使你获得额外法术伤害，数值相当于你精神值的$s2%。
Your Moonkin Aura also causes affected targets to gain $50171s1% haste and you to gain $s2% of your spirit as additional spell damage.	你的枭兽光环还会使受影响的目标获得$50171s1%的急速，并使你获得额外法术伤害，数值相当于你精神值的$s2%。
Your Moonkin Aura also causes affected targets to gain $50172s1% haste and you to gain $s2% of your spirit as additional spell damage.	你的枭兽光环还会使受影响的目标获得$50172s1%的急速，并使你获得额外法术伤害，数值相当于你精神值的$s2%。
Summons or dismisses a Spirit of Competition.	召唤或解散竞争之魂。
Summons or dismisses an Essence of Competition.	召唤或解散竞争之精。
Heals a friendly target for $s1 and another ${$m2*7*$<mult>} over $d.	为友方目标恢复$s1点生命值，并在$d内额外恢复${$m2*7*$<mult>}点生命值。
Heals all nearby group members for $48446s1 every $48446t2 seconds for $48446d.  Druid must channel to maintain the spell.	每$48446t2秒为附近所有小队成员恢复$48446s1点生命值，持续$48446d。德鲁伊必须引导才能维持该法术。
Heals all nearby group members for $48447s1 every $48447t2 seconds for $48447d.  Druid must channel to maintain the spell.	每$48447t2秒为附近所有小队成员恢复$48447s1点生命值，持续$48447d。德鲁伊必须引导才能维持该法术。
Creates a violent storm in the target area causing $48466s1 Nature damage to enemies every $48467t3 sec, and increasing the time between attacks by $48467s2%.  Lasts $48467d.  Druid must channel to maintain the spell.	在目标区域制造一场狂暴的风暴，每$48467t3秒对敌人造成$48466s1点自然伤害，并使其攻击间隔延长$48467s2%。持续$48467d。德鲁伊必须引导才能维持该法术。
Creates a violent storm in the target area causing $48466s1 Nature damage to enemies every $48467t3 sec,$?s54831[ reducing movement speed by $54831s1%, ][ ]and increasing the time between attacks by $48467s2%.  Lasts $48467d.  Druid must channel to maintain the spell.	在目标区域制造一场狂暴的风暴，每$48467t3秒对敌人造成$48466s1点自然伤害，$?s54831[并使其移动速度降低$54831s1%，][ ]攻击间隔延长$48467s2%。持续$48467d。德鲁伊必须引导才能维持该法术。
The enemy target is swarmed by insects, decreasing their chance to hit with melee and ranged attacks by $s2% and causing $o1 Nature damage over $d.	敌方目标被虫群包围，使其近战和远程攻击的命中几率降低$s2%，并在$d内造成$o1点自然伤害。
Your Shred, Maul, and Mangle attacks cause an Infected Wound in the target. The Infected Wound reduces the movement speed of the target by $58179s1% and the attack speed by $58179s2%. Lasts $58179d.	你的撕碎、重殴和裂伤攻击会使目标感染伤口。感染伤口使目标的移动速度降低$58179s1%，攻击速度降低$58179s2%。持续$58179d。
Your Shred, Maul, and Mangle attacks cause an Infected Wound in the target. The Infected Wound reduces the movement speed of the target by $58180s1% and the attack speed by $58180s2%. Lasts $58180d.	你的撕碎、重殴和裂伤攻击会使目标感染伤口。感染伤口使目标的移动速度降低$58180s1%，攻击速度降低$58180s2%。持续$58180d。
Your Shred, Maul, and Mangle attacks cause an Infected Wound in the target. The Infected Wound reduces the movement speed of the target by $58181s1% and the attack speed by $58181s2%. Lasts $58181d.	你的撕碎、重殴和裂伤攻击会使目标感染伤口。感染伤口使目标的移动速度降低$58181s1%，攻击速度降低$58181s2%。持续$58181d。
You summon a flurry of stars from the sky on all targets within $50286a yards of the caster, each dealing $50288s1 Arcane damage. Also causes $50294s1 Arcane damage to all other enemies within $50294a1 yards of the enemy target. Maximum 20 stars. Lasts $48505d.  Shapeshift into an animal form or mounting cancels the effect. Any effect which causes you to lose control of your character will suppress the starfall effect.	你从天空中召唤群星，对施法者$50286a码范围内的所有目标造成$50288s1点奥术伤害。此外还会对敌方目标周围$50294a1码范围内的所有其他敌人造成$50294s1点奥术伤害。最多20颗星。持续$48505d。变身为动物形态或骑乘会取消该效果。任何导致你失去对角色控制的效果都会压制星辰坠落效果。
Your Wrath and Starfire spells have a $h% chance to apply the Earth and Moon effect, which increases spell damage taken by $60431s1% for $60431d.  Also increases your spell damage by $s2%.	你的愤怒和星火术有$h%的几率触发大地与月亮效果，使目标受到的法术伤害提高$60431s1%，持续$60431d。此外还会使你的法术伤害提高$s2%。
Your Wrath and Starfire spells have a $h% chance to  apply the Earth and Moon effect, which increases spell damage taken by $60432s1% for $60432d.  Also increases your spell damage by $s2%.	你的愤怒和星火术有$h%的几率触发大地与月亮效果，使目标受到的法术伤害提高$60432s1%，持续$60432d。此外还会使你的法术伤害提高$s2%。
Your Wrath and Starfire spells have a $h% chance to apply the Earth and Moon effect, which increases spell damage taken by $60433s1% for $60433d.  Also increases your spell damage by $s2%.	你的愤怒和星火术有$h%的几率触发大地与月亮效果，使目标受到的法术伤害提高$60433s1%，持续$60433d。此外还会使你的法术伤害提高$s2%。
Performs a feint, causing no damage but lowering your threat by a large amount, making the enemy less likely to attack you.  In addition, reduces the damage you take from area of effect attacks by $s2% for $d.	进行佯攻，不造成任何伤害，但能大幅降低你的威胁值，使敌人攻击你的可能性降低。此外，你受到的范围攻击伤害降低$s2%，持续$d。
An instant strike that deals $s2% weapon damage (${$m2*1.45}% if a dagger is equipped) and causes the target to hemorrhage, increasing any Physical damage dealt to the target by up to $<bonus>.  Lasts $n charges or $d.  Awards 1 combo point.	瞬间发动攻击，造成$s2%的武器伤害（如果装备匕首则为${$m2*1.45}%），并使目标流血不止，使其受到的所有物理伤害提高最多$<bonus>点。持续$n次攻击或$d。产生1个连击点数。
Instantly attacks with both weapons for $<percent>% weapon damage plus an additional $48662s1 with each weapon.  Damage is increased by 20% against Poisoned targets.  Awards 2 combo points.	立即用两把武器发动攻击，造成$<percent>%的武器伤害，且每把武器额外造成$48662s1点伤害。对中毒目标造成的伤害提高20%。产生2个连击点数。
Instantly attacks with both weapons for $<percent>% weapon damage plus an additional $48665m1 with each weapon.  Damage is increased by 20% against Poisoned targets.  Awards 2 combo points.	立即用两把武器发动攻击，造成$<percent>%的武器伤害，且每把武器额外造成$48665m1点伤害。对中毒目标造成的伤害提高20%。产生2个连击点数。
Surrounds the Death Knight in an Anti-Magic Shell, absorbing $48707s1% of the damage dealt by harmful spells (up to a maximum of $s2% of the Death Knight's health) and preventing application of harmful magical effects.  Damage absorbed by Anti-Magic Shell energizes the Death Knight with additional runic power.  Lasts $48707d.	将死亡骑士包裹在反魔法护罩中，吸收有害法术造成的$48707s1%伤害（最高可达死亡骑士最大生命值的$s2%），并防止有害魔法效果的施加。被反魔法护罩吸收的伤害会为死亡骑士提供额外的符文能量。持续$48707d。
Sacrifices an undead minion, healing the Death Knight for $s3% of $Ghis:her; maximum health.  This heal cannot be a critical.	牺牲一个亡灵随从，为死亡骑士恢复$s3%的最大生命值。此治疗效果不会产生爆击。
Heals a friendly target for an amount equal to the Paladin's maximum health and restores $s2 of their mana.  If used on self, the Paladin cannot be targeted by Divine Shield, Divine Protection, Hand of Protection, or self-targeted Lay on Hands again for $25771d.  Also cannot be used on self within $61987d of using Avenging Wrath.	为友方目标恢复生命值，数值相当于圣骑士的最大生命值，并为其恢复$s2点法力值。如果对自己使用，则圣骑士在$25771d内无法再次获得圣佑术、圣盾术或保护之手效果，也无法对自己使用圣疗术。在使用复仇之怒后的$61987d内无法对自己施放。
The Death Knight freezes $Ghis:her; blood to become immune to Stun effects and reduce all damage taken by $?s58625[$58625s1][$s3]% plus additional damage reduction based on Defense for $d.	死亡骑士冻结$g他:她;的血液，使其免疫昏迷效果，并使受到的所有伤害降低$?s58625[$58625s1][$s3]%，且基于防御力获得额外的伤害减免。持续$d。
Whenever you kill an enemy that grants experience or honor, you generate up to 10 runic power.  In addition, you generate 1 runic power per 5 sec while in combat.	每当你杀死一个可以提供经验或荣誉值的敌人，你就会产生最多10点符文能量。此外，在战斗中每5秒产生1点符文能量。
Converts 1 Blood Rune into $s1% of your maximum health.	将1个鲜血符文转化为相当于你最大生命值$s1%的生命值。
Gives you a $50447s1% bonus to physical damage you deal for $20050d after dealing a critical strike from a weapon swing, spell, or ability.  This effect stacks up to $50447u times.	在你通过武器攻击、法术或技能造成暴击后，使你造成的物理伤害提高$50447s1%，持续$20050d。此效果最多可叠加$50447u次。
You have a $h% chance after dodging, parrying or taking  direct damage to gain the Scent of Blood effect, causing your next melee hit to generate 10 runic power.	你在躲闪、招架或受到直接伤害后有$h%的几率获得血之气息效果，使你的下一次近战攻击产生10点符文能量。
Place a Mark of Blood on an enemy.  Whenever the marked enemy deals damage to a target, that target is healed for $49005s2% of its maximum health.  Lasts for $49005d or up to $49005n hits.	在一个敌人身上施加鲜血印记。每当被标记的敌人对造成伤害时，该目标都会恢复生命值，数值相当于其最大生命值的$49005s2%。持续$49005d或生效$49005n次。
A stinging shot that puts the target to sleep for $49011d.  Any damage will cancel the effect.  When the target wakes up, the Sting causes $49009o1 Nature damage over $49009d.  Only one Sting per Hunter can be active on the target at a time.	使目标沉睡$49011d的蛰刺。任何伤害都会取消该效果。当目标醒来时，蛰刺会在$49009d内造成$49009o1点自然伤害。每个猎人同一时间内只能在目标身上激活一种蛰刺效果。
A stinging shot that puts the target to sleep for $49012d.  Any damage will cancel the effect.  When the target wakes up, the Sting causes $49010o1 Nature damage over $49010d.  Only one Sting per Hunter can be active on the target at a time.	使目标沉睡$49012d的蛰刺。任何伤害都会取消该效果。当目标醒来时，蛰刺会在$49010d内造成$49010o1点自然伤害。每个猎人同一时间内只能在目标身上激活一种蛰刺效果。
Drains the soul of the target, causing $s2 Shadow damage every $t2 sec for $d.  If the target dies while being drained, and yields experience or honor, the caster gains a Soul Shard.  Soul Shards are required for other spells.	吸取目标的灵魂，每$t2秒造成$s2点暗影伤害，持续$d。如果目标在吸取期间死亡，且能提供经验或荣誉值，则施法者获得一块灵魂碎片。灵魂碎片是施放其他法术所必需的。
Drains the soul of the target, causing $49015s2 Shadow damage every $49015t2 sec for $49015d.  If the target dies while being drained, and yields experience or honor, the caster gains a Soul Shard.  Soul Shards are required for other spells.	吸取目标的灵魂，每$49015t2秒造成$49015s2点暗影伤害，持续$49015d。如果目标在吸取期间死亡，且能提供经验或荣誉值，则施法者获得一块灵魂碎片。灵魂碎片是施放其他法术所必需的。
Drains the soul of the target, causing $49016s2 Shadow damage every $49016t2 sec for $49016d.  If the target dies while being drained, and yields experience or honor, the caster gains a Soul Shard.  Soul Shards are required for other spells.	吸取目标的灵魂，每$49016t2秒造成$49016s2点暗影伤害，持续$49016d。如果目标在吸取期间死亡，且能提供经验或荣誉值，则施法者获得一块灵魂碎片。灵魂碎片是施放其他法术所必需的。
Increases the target's armor by $s1 for $d.  Cannot be used with other types of armor.	使目标的护甲值提高$s1，持续$d。无法与其他类型的护甲效果叠加。
Increases the armor of all party and raid members within $a1 yards by $s1 for $d.  Cannot be used with other types of armor.	使$a1码范围内所有小队和团队成员的护甲值提高$s1，持续$d。无法与其他类型的护甲效果叠加。
Summons a massive shadowfiend to attack the target.  Caster gains mana when the shadowfiend attacks.  Lasts $d.	召唤一个强大的暗影魔攻击目标。当暗影魔发动攻击时，施法者会获得法力值。持续$d。
A powerful prayer that heals the friendly target's party members within $a1 yards for $48073s1.  In addition, heals the targets for another $s1 over $d.	强大的祷言，为友方目标周围$a1码范围内的所有小队成员恢复$48073s1点生命值。此外还会在$d内为目标额外恢复$s1点生命值。
Infuses the target's party and raid members with brilliance, increasing their Intellect by $s1 for $d.	为目标的队伍和团队成员注入智慧光辉，使其智力提高$s1，持续$d。
Fills the air around the caster with a Holy fog that heals $s1 party or raid members within $a1 yards for $s2 every $t2 sec for $d.	在施法者周围制造出一片神圣的迷雾，每$t2秒为$a1码范围内的$s1名小队或团队成员恢复$s2点生命值，持续$d。
Imbue the Shaman's weapon with fire, increasing total spell damage by $58784s2$?s55451[ and increasing spell critical strike chance by $55451s1%.][.] Each hit causes $/77;58786m1 to $/25;58786M1 additional Fire damage, based on the speed of the weapon.  Slower weapons cause more fire damage per swing.  Lasts 30 minutes.	在萨满祭司的武器上注入火焰，使总法术伤害提高$58784s2点$?s55451[，法术爆击几率提高$55451s1%][。]每次命中都会造成$/77;58786m1到$/25;58786M1点额外的火焰伤害，伤害值取决于武器速度。武器速度越慢，单次攻击造成的火焰伤害越高。持续30分钟。
Imbue the Shaman's weapon with fire, increasing total spell damage by $58791s2$?s55451[ and increasing spell critical strike chance by $55451s1%.][.] Each hit causes $/77;58787m1 to $/25;58787M1 additional Fire damage, based on the speed of the weapon.  Slower weapons cause more fire damage per swing.  Lasts 30 minutes.	在萨满祭司的武器上注入火焰，使总法术伤害提高$58791s2点$?s55451[，法术爆击几率提高$55451s1%][。]每次命中都会造成$/77;58787m1到$/25;58787M1点额外的火焰伤害，伤害值取决于武器速度。武器速度越慢，单次攻击造成的火焰伤害越高。持续30分钟。
